Points_0,Points_1,Points_2,U_0,U_1,U_2,U_Magnitude
-0.008509,0.05,0,-6.97298e-05,1.00577,9.97282e-07,1.00577
-0.0084455,0.05,0,-7.83398e-05,1.00578,1.01956e-06,1.00578
-0.008382,0.05,0,-8.695e-05,1.00578,1.04184e-06,1.00578
-0.0083185,0.05,0,-9.556e-05,1.00578,1.06411e-06,1.00578
-0.008255,0.05,0,-0.00010417,1.00578,1.08639e-06,1.00578
-0.0081915,0.05,0,-0.00011278,1.00578,1.10867e-06,1.00578
-0.008128,0.05,0,-0.00012139,1.00579,1.13095e-06,1.00579
-0.0080645,0.05,0,-0.00013,1.00579,1.15322e-06,1.00579
-0.008001,0.05,0,-0.000138843,1.00579,1.17787e-06,1.00579
-0.0079375,0.05,0,-0.000153998,1.00579,1.26689e-06,1.00579
-0.007874,0.05,0,-0.000169153,1.0058,1.35591e-06,1.0058
-0.0078105,0.05,0,-0.000184308,1.00581,1.44493e-06,1.00581
-0.007747,0.05,0,-0.000199464,1.00581,1.53395e-06,1.00581
-0.0076835,0.05,0,-0.000214619,1.00582,1.62297e-06,1.00582
-0.00762,0.05,0,-0.000229774,1.00582,1.71199e-06,1.00582
-0.0075565,0.05,0,-0.000244929,1.00583,1.80101e-06,1.00583
