Points_0,Points_1,Points_2,U_0,U_1,U_2,U_Magnitude
-0.002286,0.05,0,nan,nan,nan,nan
-0.0022225,0.05,0,nan,nan,nan,nan
-0.002159,0.05,0,nan,nan,nan,nan
-0.0020955,0.05,0,nan,nan,nan,nan
-0.002032,0.05,0,nan,nan,nan,nan
-0.0019685,0.05,0,nan,nan,nan,nan
-0.001905,0.05,0,nan,nan,nan,nan
-0.0018415,0.05,0,nan,nan,nan,nan
-0.001778,0.05,0,nan,nan,nan,nan
-0.0017145,0.05,0,nan,nan,nan,nan
-0.001651,0.05,0,nan,nan,nan,nan
-0.0015875,0.05,0,nan,nan,nan,nan
-0.001524,0.05,0,nan,nan,nan,nan
-0.0014605,0.05,0,nan,nan,nan,nan
-0.001397,0.05,0,nan,nan,nan,nan
-0.0013335,0.05,0,nan,nan,nan,nan
-0.00127,0.05,0,nan,nan,nan,nan
-0.0012065,0.05,0,nan,nan,nan,nan
-0.001143,0.05,0,nan,nan,nan,nan
-0.0010795,0.05,0,nan,nan,nan,nan
-0.001016,0.05,0,nan,nan,nan,nan
-0.0009525,0.05,0,nan,nan,nan,nan
-0.000889,0.05,0,nan,nan,nan,nan
-0.0008255,0.05,0,nan,nan,nan,nan
-0.000762,0.05,0,nan,nan,nan,nan
-0.0006985,0.05,0,nan,nan,nan,nan
-0.000635,0.05,0,nan,nan,nan,nan
-0.0005715,0.05,0,nan,nan,nan,nan
-0.000508,0.05,0,nan,nan,nan,nan
-0.0004445,0.05,0,nan,nan,nan,nan
-0.000381,0.05,0,nan,nan,nan,nan
-0.0003175,0.05,0,nan,nan,nan,nan
-0.000254,0.05,0,nan,nan,nan,nan
-0.0001905,0.05,0,nan,nan,nan,nan
-0.000127,0.05,0,nan,nan,nan,nan
-6.35e-05,0.05,0,nan,nan,nan,nan
0,0.05,0,nan,nan,nan,nan
6.35e-05,0.05,0,nan,nan,nan,nan
0.000127,0.05,0,nan,nan,nan,nan
0.0001905,0.05,0,nan,nan,nan,nan
0.000254,0.05,0,nan,nan,nan,nan
0.0003175,0.05,0,nan,nan,nan,nan
0.000381,0.05,0,nan,nan,nan,nan
0.0004445,0.05,0,nan,nan,nan,nan
0.000508,0.05,0,nan,nan,nan,nan
0.0005715,0.05,0,nan,nan,nan,nan
0.000635,0.05,0,nan,nan,nan,nan
0.0006985,0.05,0,nan,nan,nan,nan
0.000762,0.05,0,nan,nan,nan,nan
0.0008255,0.05,0,nan,nan,nan,nan
0.000889,0.05,0,nan,nan,nan,nan
0.0009525,0.05,0,nan,nan,nan,nan
0.001016,0.05,0,nan,nan,nan,nan
0.0010795,0.05,0,nan,nan,nan,nan
0.001143,0.05,0,nan,nan,nan,nan
0.0012065,0.05,0,nan,nan,nan,nan
0.00127,0.05,0,nan,nan,nan,nan
0.0013335,0.05,0,nan,nan,nan,nan
0.001397,0.05,0,nan,nan,nan,nan
0.0014605,0.05,0,nan,nan,nan,nan
0.001524,0.05,0,nan,nan,nan,nan
0.0015875,0.05,0,nan,nan,nan,nan
0.001651,0.05,0,nan,nan,nan,nan
0.0017145,0.05,0,nan,nan,nan,nan
0.001778,0.05,0,nan,nan,nan,nan
0.0018415,0.05,0,nan,nan,nan,nan
0.001905,0.05,0,nan,nan,nan,nan
0.0019685,0.05,0,nan,nan,nan,nan
0.002032,0.05,0,nan,nan,nan,nan
0.0020955,0.05,0,nan,nan,nan,nan
0.002159,0.05,0,nan,nan,nan,nan
0.0022225,0.05,0,nan,nan,nan,nan
0.002286,0.05,0,nan,nan,nan,nan
0.0023495,0.05,0,nan,nan,nan,nan
0.002413,0.05,0,nan,nan,nan,nan
0.0024765,0.05,0,nan,nan,nan,nan
0.00254,0.05,0,2.4353e-05,0.0208349,-2.62786e-08,0.0208349
0.0026035,0.05,0,5.85057e-05,0.0500539,-6.31319e-08,0.0500539
0.002667,0.05,0,9.26583e-05,0.0792727,-9.9985e-08,0.0792728
0.0027305,0.05,0,0.000126811,0.108492,-1.36838e-07,0.108492
0.002794,0.05,0,0.000160964,0.137711,-1.73691e-07,0.137711
0.0028575,0.05,0,0.000195116,0.166929,-2.10544e-07,0.16693
0.002921,0.05,0,0.000229269,0.196148,-2.47398e-07,0.196149
0.0029845,0.05,0,0.000263421,0.225367,-2.84251e-07,0.225367
0.003048,0.05,0,0.000297574,0.254586,-3.21104e-07,0.254586
0.0031115,0.05,0,0.000331727,0.283805,-3.57957e-07,0.283805
0.003175,0.05,0,0.000365879,0.313024,-3.9481e-07,0.313024
0.0032385,0.05,0,0.000400032,0.342243,-4.31663e-07,0.342243
0.003302,0.05,0,0.000440011,0.368165,-4.38125e-07,0.368166
0.0033655,0.05,0,0.000490974,0.387873,-3.87285e-07,0.387874
0.003429,0.05,0,0.000541938,0.407581,-3.36446e-07,0.407582
0.0034925,0.05,0,0.000592901,0.427289,-2.85607e-07,0.427289
0.003556,0.05,0,0.000643865,0.446997,-2.34768e-07,0.446997
0.0036195,0.05,0,0.000694829,0.466705,-1.83928e-07,0.466705
0.003683,0.05,0,0.000745792,0.486413,-1.33089e-07,0.486413
0.0037465,0.05,0,0.000796755,0.50612,-8.22501e-08,0.506121
0.00381,0.05,0,0.000847719,0.525828,-3.14108e-08,0.525829
0.0038735,0.05,0,0.000898682,0.545536,1.94284e-08,0.545537
0.003937,0.05,0,0.000949646,0.565244,7.02675e-08,0.565245
0.0040005,0.05,0,0.00100061,0.584952,1.21107e-07,0.584953
0.004064,0.05,0,0.00105157,0.60466,1.71946e-07,0.604661
0.0041275,0.05,0,0.00110254,0.624368,2.22785e-07,0.624368
0.004191,0.05,0,0.00115427,0.643651,2.69504e-07,0.643652
0.0042545,0.05,0,0.001213,0.659047,2.78474e-07,0.659048
0.004318,0.05,0,0.00127174,0.674443,2.87444e-07,0.674444
0.0043815,0.05,0,0.00133048,0.689839,2.96414e-07,0.68984
0.004445,0.05,0,0.00138922,0.705235,3.05383e-07,0.705236
0.0045085,0.05,0,0.00144796,0.720631,3.14353e-07,0.720632
0.004572,0.05,0,0.0015067,0.736027,3.23323e-07,0.736029
0.0046355,0.05,0,0.00156544,0.751423,3.32293e-07,0.751425
0.004699,0.05,0,0.00162418,0.766819,3.41262e-07,0.766821
0.0047625,0.05,0,0.00168292,0.782215,3.50232e-07,0.782217
0.004826,0.05,0,0.00174166,0.797611,3.59202e-07,0.797613
0.0048895,0.05,0,0.0018004,0.813007,3.68172e-07,0.813009
0.004953,0.05,0,0.00185913,0.828403,3.77141e-07,0.828405
0.0050165,0.05,0,0.00191787,0.843799,3.86111e-07,0.843801
0.00508,0.05,0,0.00197661,0.859195,3.95081e-07,0.859197
0.0051435,0.05,0,0.00202998,0.873168,3.92873e-07,0.873171
0.005207,0.05,0,0.00207613,0.885234,3.75681e-07,0.885236
0.0052705,0.05,0,0.00212229,0.8973,3.58488e-07,0.897302
0.005334,0.05,0,0.00216844,0.909365,3.41295e-07,0.909368
0.0053975,0.05,0,0.0022146,0.921431,3.24103e-07,0.921434
0.005461,0.05,0,0.00226075,0.933497,3.0691e-07,0.933499
0.0055245,0.05,0,0.00230691,0.945562,2.89717e-07,0.945565
0.005588,0.05,0,0.00235307,0.957628,2.72525e-07,0.957631
0.0056515,0.05,0,0.00239922,0.969694,2.55332e-07,0.969697
0.005715,0.05,0,0.00244538,0.981759,2.38139e-07,0.981762
0.0057785,0.05,0,0.00249153,0.993825,2.20947e-07,0.993828
0.005842,0.05,0,0.00253769,1.00589,2.03754e-07,1.00589
0.0059055,0.05,0,0.00258384,1.01796,1.86561e-07,1.01796
0.005969,0.05,0,0.00263,1.03002,1.69369e-07,1.03003
0.0060325,0.05,0,0.00267616,1.04209,1.52176e-07,1.04209
0.006096,0.05,0,0.00270932,1.05294,1.25764e-07,1.05295
0.0061595,0.05,0,0.00272754,1.06241,8.87481e-08,1.06241
0.006223,0.05,0,0.00274576,1.07187,5.17321e-08,1.07188
0.0062865,0.05,0,0.00276398,1.08134,1.47162e-08,1.08134
0.00635,0.05,0,0.00278221,1.0908,-2.23e-08,1.0908
0.0064135,0.05,0,0.00280043,1.10027,-5.9316e-08,1.10027
0.006477,0.05,0,0.00281865,1.10973,-9.63319e-08,1.10973
0.0065405,0.05,0,0.00283687,1.11919,-1.33348e-07,1.1192
0.006604,0.05,0,0.00285509,1.12866,-1.70364e-07,1.12866
0.0066675,0.05,0,0.00287331,1.13812,-2.0738e-07,1.13813
0.006731,0.05,0,0.00289153,1.14759,-2.44396e-07,1.14759
0.0067945,0.05,0,0.00290976,1.15705,-2.81412e-07,1.15705
0.006858,0.05,0,0.00292798,1.16652,-3.18428e-07,1.16652
0.0069215,0.05,0,0.0029462,1.17598,-3.55444e-07,1.17598
0.006985,0.05,0,0.00296442,1.18544,-3.9246e-07,1.18545
0.0070485,0.05,0,0.00296377,1.19476,-4.25568e-07,1.19476
0.007112,0.05,0,0.00291649,1.20371,-4.49017e-07,1.20371
0.0071755,0.05,0,0.00286921,1.21265,-4.72466e-07,1.21266
0.007239,0.05,0,0.00282193,1.2216,-4.95915e-07,1.2216
0.0073025,0.05,0,0.00277465,1.23055,-5.19364e-07,1.23055
0.007366,0.05,0,0.00272737,1.23949,-5.42813e-07,1.2395
0.0074295,0.05,0,0.00268008,1.24844,-5.66262e-07,1.24844
0.007493,0.05,0,0.0026328,1.25739,-5.89711e-07,1.25739
0.0075565,0.05,0,0.00258552,1.26633,-6.13161e-07,1.26634
0.00762,0.05,0,0.00253824,1.27528,-6.3661e-07,1.27528
0.0076835,0.05,0,0.00249096,1.28423,-6.60059e-07,1.28423
0.007747,0.05,0,0.00244368,1.29317,-6.83508e-07,1.29318
0.0078105,0.05,0,0.0023964,1.30212,-7.06957e-07,1.30212
0.007874,0.05,0,0.00234911,1.31107,-7.30406e-07,1.31107
0.0079375,0.05,0,0.00230183,1.32002,-7.53855e-07,1.32002
0.008001,0.05,0,0.00225455,1.32896,-7.77304e-07,1.32896
0.0080645,0.05,0,0.00215922,1.3332,-7.91316e-07,1.3332
0.008128,0.05,0,0.00206129,1.33719,-8.0482e-07,1.33719
0.0081915,0.05,0,0.00196337,1.34117,-8.18324e-07,1.34118
